hlj_id,domain,tag,domain_valid,validation_reason,model,req_id
REQ-020-HLJ-Chunk_1-Item_1-v1.0,SaaS,sync,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_1-v1.0,SaaS,authentication,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_1-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_1-v1.0,SaaS,api,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_2-v1.0,SaaS,hubspot,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_2-v1.0,SaaS,oauth,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_2-v1.0,SaaS,duplicates,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_2-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_2-v1.0,SaaS,dryrun,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_3-v1.0,SaaS,duplicates,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_3-v1.0,SaaS,configurable,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_3-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_3-v1.0,SaaS,detection,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_3-v1.0,SaaS,crm-sync,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_4-v1.0,SaaS,duplicates,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_4-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_4-v1.0,SaaS,contacts,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_4-v1.0,SaaS,import,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_4-v1.0,SaaS,ui,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_5-v1.0,SaaS,duplicate-detection,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_5-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_5-v1.0,SaaS,merge,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_6-v1.0,SaaS,sync,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_6-v1.0,SaaS,duplicate-detection,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_6-v1.0,SaaS,automation,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_6-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_7-v1.0,SaaS,duplicate-detection,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_7-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_7-v1.0,SaaS,webhook,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_7-v1.0,SaaS,fuzzy-matching,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_8-v1.0,SaaS,sync,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_8-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_8-v1.0,SaaS,rollback,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_8-v1.0,SaaS,duplicate-resolution,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_9-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_9-v1.0,SaaS,onboarding,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_9-v1.0,SaaS,data-merge,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_9-v1.0,SaaS,conflict-resolution,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_10-v1.0,SaaS,docs,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_10-v1.0,SaaS,sync,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_10-v1.0,SaaS,crm,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_10-v1.0,SaaS,api,True,whitelist,meta70b,req-020
REQ-020-HLJ-Chunk_1-Item_10-v1.0,SaaS,auto-merge,True,whitelist,meta70b,req-020
REQ-029-HLJ-Chunk_1-Item_1-v1.0,Compliance and Security,logging,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_1-v1.0,Compliance and Security,security,False,domain_mismatch,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_1-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_1-v1.0,Compliance and Security,traceability,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_2-v1.0,Compliance and Security,logging,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_2-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_2-v1.0,Compliance and Security,query,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_2-v1.0,Compliance and Security,session-tracking,,unknown_domain_in_tag,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_2-v1.0,Compliance and Security,access-control,False,domain_mismatch,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_2-v1.0,Compliance and Security,rbac,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_3-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_3-v1.0,Compliance and Security,filter,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_3-v1.0,Compliance and Security,query,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_3-v1.0,Compliance and Security,query-interface,,unknown_domain_in_tag,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_3-v1.0,Compliance and Security,data analysis,,unknown_domain_in_tag,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_4-v1.0,Compliance and Security,session,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_4-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_4-v1.0,Compliance and Security,consistency,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_5-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_5-v1.0,Compliance and Security,security,False,domain_mismatch,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_5-v1.0,Compliance and Security,anomaly,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_1-Item_5-v1.0,Compliance and Security,role-consistency,,unknown_domain_in_tag,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_6-v1.0,Compliance and Security,reporting,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_6-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_6-v1.0,Compliance and Security,export,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_7-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_7-v1.0,Compliance and Security,regulation,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_7-v1.0,Compliance and Security,storage,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_8-v1.0,Compliance and Security,documentation,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_8-v1.0,Compliance and Security,training,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_8-v1.0,Compliance and Security,best practices,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_9-v1.0,Compliance and Security,traceability,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_9-v1.0,Compliance and Security,kpi,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_10-v1.0,Compliance and Security,compliance,True,whitelist,meta70b,req-029
REQ-029-HLJ-Chunk_2-Item_10-v1.0,Compliance and Security,audit log gaps,True,whitelist,meta70b,req-029
REQ-016-HLJ-Chunk_1-Item_1-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_1-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_1-v1.0,Security,compliance,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_1-v1.0,Security,rolebasedaccess,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_1-v1.0,Security,securitycompliance,,unknown_domain_in_tag,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_2-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_2-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_2-v1.0,Security,rolebasedaccess,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_3-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_3-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_3-v1.0,Security,rolebasedaccess,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_4-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_4-v1.0,Security,mobile,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_4-v1.0,Security,exemption,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_4-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_4-v1.0,Security,appspecificoverrides,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_5-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_5-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_5-v1.0,Security,ux,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_5-v1.0,Security,notification,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_5-v1.0,Security,compliance,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_6-v1.0,Security,compliance,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_6-v1.0,Security,logging,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_6-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_6-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_7-v1.0,Security,compliance,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_7-v1.0,Security,reporting,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_7-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_7-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_8-v1.0,Security,2fa,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_8-v1.0,Security,compliance,True,whitelist,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_8-v1.0,Security,documentation,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_8-v1.0,Security,support,False,domain_mismatch,meta70b,req-016
REQ-016-HLJ-Chunk_1-Item_8-v1.0,Security,security,False,domain_mismatch,meta70b,req-016
REQ-011-HLJ-Chunk_1-Item_1-v1.0,FinTech,creditworthiness,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_1-v1.0,FinTech,integration,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_1-v1.0,FinTech,checkout,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_1-v1.0,FinTech,compliance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_2-v1.0,FinTech,emi,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_2-v1.0,FinTech,creditworthiness,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_2-v1.0,FinTech,decisioning,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_2-v1.0,FinTech,compliance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_3-v1.0,FinTech,performance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_3-v1.0,FinTech,creditworthiness,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_3-v1.0,FinTech,checkout,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_4-v1.0,FinTech,emi,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_4-v1.0,FinTech,creditworthiness,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_4-v1.0,FinTech,compliance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_5-v1.0,FinTech,emi,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_5-v1.0,FinTech,override,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_5-v1.0,FinTech,support,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_1-Item_5-v1.0,FinTech,compliance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_6-v1.0,FinTech,emi,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_6-v1.0,FinTech,disclosure,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_6-v1.0,FinTech,transparency,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_7-v1.0,FinTech,emi,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_7-v1.0,FinTech,calculator,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_8-v1.0,FinTech,compliance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_8-v1.0,FinTech,transparency,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_9-v1.0,FinTech,compliance,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_9-v1.0,FinTech,consent,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_10-v1.0,FinTech,analytics,True,whitelist,meta70b,req-011
REQ-011-HLJ-Chunk_2-Item_10-v1.0,FinTech,emi,True,whitelist,meta70b,req-011
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,integration,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,uber,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,gig workers,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,gig-economy,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,api integration,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_1-v1.0,FinTech,data-verification,,unknown_domain_in_tag,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,doordash,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,integration,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,aggregation,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,gig income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,eligibility,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_2-v1.0,FinTech,income verification,,unknown_domain_in_tag,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,upwork,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,integration,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,eligibility,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,kyc,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_3-v1.0,FinTech,rules-engine,,unknown_domain_in_tag,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,fiverr,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,integration,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,admin,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,user_experience,False,domain_mismatch,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,data connection,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_4-v1.0,FinTech,rule-management,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_5-v1.0,FinTech,income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_5-v1.0,FinTech,aggregation,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_5-v1.0,FinTech,data,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_5-v1.0,FinTech,eligibility,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_5-v1.0,FinTech,earnings,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_5-v1.0,FinTech,user_experience,False,domain_mismatch,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_6-v1.0,FinTech,kyc,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_6-v1.0,FinTech,normalization,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_6-v1.0,FinTech,aml,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_6-v1.0,FinTech,data,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_6-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_6-v1.0,FinTech,currency,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_7-v1.0,FinTech,consent,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_7-v1.0,FinTech,privacy,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_7-v1.0,FinTech,fraud,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_7-v1.0,FinTech,detection,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_7-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_7-v1.0,FinTech,ux,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_8-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_8-v1.0,FinTech,documentation,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_8-v1.0,FinTech,user_experience,False,domain_mismatch,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_8-v1.0,FinTech,consent,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_8-v1.0,FinTech,integration,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_9-v1.0,FinTech,encryption,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_9-v1.0,FinTech,security,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_9-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_10-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_10-v1.0,FinTech,audit,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_10-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_10-v1.0,FinTech,privacy,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_1-Item_10-v1.0,FinTech,regulation,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_1-v1.0,FinTech,income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_1-v1.0,FinTech,eligibility,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_1-v1.0,FinTech,rbac,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_1-v1.0,FinTech,rules,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_1-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_1-v1.0,FinTech,analytics,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_2-v1.0,FinTech,income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_2-v1.0,FinTech,eligibility,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_2-v1.0,FinTech,rules,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_2-v1.0,FinTech,monitoring,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_2-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_2-v1.0,FinTech,dashboard,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_3-v1.0,FinTech,audit,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_3-v1.0,FinTech,admin,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_3-v1.0,FinTech,rules,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_3-v1.0,FinTech,portal,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_3-v1.0,FinTech,logging,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_3-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_4-v1.0,FinTech,income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_4-v1.0,FinTech,eligibility,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_4-v1.0,FinTech,edge_cases,False,domain_mismatch,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_5-v1.0,FinTech,income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_5-v1.0,FinTech,currency,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_6-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_6-v1.0,FinTech,kyc,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_6-v1.0,FinTech,regulations,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_6-v1.0,FinTech,legal,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_7-v1.0,FinTech,verification,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_7-v1.0,FinTech,security,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_7-v1.0,FinTech,identity,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_7-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_8-v1.0,FinTech,fraud,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_8-v1.0,FinTech,security,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_8-v1.0,FinTech,income,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_8-v1.0,FinTech,monitoring,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_8-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_2-Item_8-v1.0,FinTech,reporting,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_1-v1.0,FinTech,workflow,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_1-v1.0,FinTech,ui,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_1-v1.0,FinTech,ux,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_2-v1.0,FinTech,feedback,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_2-v1.0,FinTech,connection,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_2-v1.0,FinTech,api,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_2-v1.0,FinTech,ux,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_3-v1.0,FinTech,earnings,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_3-v1.0,FinTech,ux,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_4-v1.0,FinTech,dashboard,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_4-v1.0,FinTech,monitoring,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_4-v1.0,FinTech,operations,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_5-v1.0,FinTech,compliance,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_5-v1.0,FinTech,dashboard,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_5-v1.0,FinTech,audit,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_5-v1.0,FinTech,lending,,unknown_domain_in_tag,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_6-v1.0,FinTech,alternative,True,whitelist,opus4,req-008
REQ-008-HLJ-Chunk_3-Item_6-v1.0,FinTech,workflow,True,whitelist,opus4,req-008
REQ-006-HLJ-Chunk_1-Item_1-v1.0,FinTech,api,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_1-v1.0,FinTech,rate-limiting,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_1-v1.0,FinTech,tenant management,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_1-v1.0,FinTech,configuration,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_2-v1.0,FinTech,rate-limiting,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_2-v1.0,FinTech,api,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_2-v1.0,FinTech,burst limits,True,whitelist,opus4,req-006
REQ-006-HLJ-Chunk_1-Item_3-v1.0,FinTech,configuration,True,whitelist,opus4,req-006
