req_id,hlj_id,missing_model
req-026,req-026-hlj-chunk_1-item_8-v1.0,meta70b
req-026,req-026-hlj-chunk_1-item_9-v1.0,opus4
req-026,req-026-hlj-chunk_1-item_9-v1.0,meta70b
req-026,req-026-hlj-chunk_2-item_1-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_1-v1.0,meta70b
req-026,req-026-hlj-chunk_2-item_10-v1.0,gpt41
req-026,req-026-hlj-chunk_2-item_10-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_11-v1.0,gpt41
req-026,req-026-hlj-chunk_2-item_11-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_12-v1.0,gpt41
req-026,req-026-hlj-chunk_2-item_12-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_2-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_2-v1.0,meta70b
req-026,req-026-hlj-chunk_2-item_3-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_3-v1.0,meta70b
req-026,req-026-hlj-chunk_2-item_4-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_4-v1.0,meta70b
req-026,req-026-hlj-chunk_2-item_5-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_5-v1.0,meta70b
req-026,req-026-hlj-chunk_2-item_6-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_7-v1.0,gpt41
req-026,req-026-hlj-chunk_2-item_7-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_8-v1.0,gpt41
req-026,req-026-hlj-chunk_2-item_8-v1.0,opus4
req-026,req-026-hlj-chunk_2-item_9-v1.0,gpt41
req-026,req-026-hlj-chunk_2-item_9-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_1-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_10-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_10-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_2-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_3-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_3-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_4-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_4-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_5-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_5-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_6-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_6-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_7-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_7-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_8-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_8-v1.0,meta70b
req-027,req-027-hlj-chunk_1-item_9-v1.0,opus4
req-027,req-027-hlj-chunk_1-item_9-v1.0,meta70b
req-027,req-027-hlj-chunk_2-item_1-v1.0,opus4
req-027,req-027-hlj-chunk_2-item_2-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_1-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_10-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_2-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_3-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_4-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_5-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_6-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_7-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_8-v1.0,opus4
req-028,req-028-hlj-chunk_1-item_9-v1.0,opus4
req-028,req-028-hlj-chunk_2-item_1-v1.0,opus4
req-028,req-028-hlj-chunk_2-item_1-v1.0,meta70b
req-028,req-028-hlj-chunk_2-item_2-v1.0,opus4
req-028,req-028-hlj-chunk_2-item_2-v1.0,meta70b
req-029,req-029-hlj-chunk_1-item_1-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_10-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_10-v1.0,meta70b
req-029,req-029-hlj-chunk_1-item_2-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_3-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_4-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_5-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_6-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_6-v1.0,meta70b
req-029,req-029-hlj-chunk_1-item_7-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_7-v1.0,meta70b
req-029,req-029-hlj-chunk_1-item_8-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_8-v1.0,meta70b
req-029,req-029-hlj-chunk_1-item_9-v1.0,opus4
req-029,req-029-hlj-chunk_1-item_9-v1.0,meta70b
req-029,req-029-hlj-chunk_2-item_10-v1.0,gpt41
req-029,req-029-hlj-chunk_2-item_10-v1.0,opus4
req-029,req-029-hlj-chunk_2-item_6-v1.0,gpt41
req-029,req-029-hlj-chunk_2-item_6-v1.0,opus4
req-029,req-029-hlj-chunk_2-item_7-v1.0,gpt41
req-029,req-029-hlj-chunk_2-item_7-v1.0,opus4
req-029,req-029-hlj-chunk_2-item_8-v1.0,gpt41
req-029,req-029-hlj-chunk_2-item_8-v1.0,opus4
req-029,req-029-hlj-chunk_2-item_9-v1.0,gpt41
req-029,req-029-hlj-chunk_2-item_9-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_1-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_10-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_10-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_2-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_3-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_3-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_4-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_4-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_5-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_5-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_6-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_6-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_7-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_7-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_8-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_8-v1.0,meta70b
req-030,req-030-hlj-chunk_1-item_9-v1.0,opus4
req-030,req-030-hlj-chunk_1-item_9-v1.0,meta70b
req-030,req-030-hlj-chunk_2-item_1-v1.0,opus4
req-030,req-030-hlj-chunk_2-item_2-v1.0,opus4
