tag,hlj_id,requirement_id,model,version,cluster_id
security,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,gpt41,tags_v1,all_44
verification,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,gpt41,tags_v1,all_162
security,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,gpt41,tags_v2,all_44
verification,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,gpt41,tags_v2,all_162
usability,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,gpt41,tags_v1,all_94
self-service,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,gpt41,tags_v1,all_54
usability,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,gpt41,tags_v2,all_94
compliance,REQ-015-HLJ-Chunk_2-Item_1-v1.0,req-015,gpt41,tags_v1,all_12
logging,REQ-015-HLJ-Chunk_2-Item_1-v1.0,req-015,gpt41,tags_v1,all_24
compliance,REQ-015-HLJ-Chunk_2-Item_1-v1.0,req-015,gpt41,tags_v2,all_12
logs,REQ-015-HLJ-Chunk_2-Item_1-v1.0,req-015,gpt41,tags_v2,all_24
reliability,REQ-015-HLJ-Chunk_2-Item_2-v1.0,req-015,gpt41,tags_v1,all_102
documentation,REQ-015-HLJ-Chunk_2-Item_3-v1.0,req-015,gpt41,tags_v1,all_40
usability,REQ-015-HLJ-Chunk_2-Item_3-v1.0,req-015,gpt41,tags_v1,all_94
documentation,REQ-015-HLJ-Chunk_2-Item_3-v1.0,req-015,gpt41,tags_v2,all_40
usability,REQ-015-HLJ-Chunk_2-Item_3-v1.0,req-015,gpt41,tags_v2,all_94
training,REQ-015-HLJ-Chunk_2-Item_4-v1.0,req-015,gpt41,tags_v1,all_143
support,REQ-015-HLJ-Chunk_2-Item_4-v1.0,req-015,gpt41,tags_v1,all_56
training,REQ-015-HLJ-Chunk_2-Item_4-v1.0,req-015,gpt41,tags_v2,all_143
support,REQ-015-HLJ-Chunk_2-Item_4-v1.0,req-015,gpt41,tags_v2,all_56
integration,REQ-015-HLJ-Chunk_2-Item_5-v1.0,req-015,gpt41,tags_v1,all_0
integration,REQ-015-HLJ-Chunk_2-Item_5-v1.0,req-015,gpt41,tags_v2,all_0
availability,REQ-015-HLJ-Chunk_2-Item_6-v1.0,req-015,gpt41,tags_v1,all_57
reliability,REQ-015-HLJ-Chunk_2-Item_6-v1.0,req-015,gpt41,tags_v1,all_102
ui,REQ-015-HLJ-Chunk_2-Item_7-v1.0,req-015,gpt41,tags_v1,all_87
backend,REQ-015-HLJ-Chunk_2-Item_7-v1.0,req-015,gpt41,tags_v1,all_163
ui,REQ-015-HLJ-Chunk_2-Item_7-v1.0,req-015,gpt41,tags_v2,all_87
backend,REQ-015-HLJ-Chunk_2-Item_7-v1.0,req-015,gpt41,tags_v2,all_163
compliance,REQ-015-HLJ-Chunk_2-Item_8-v1.0,req-015,gpt41,tags_v1,all_12
monitoring,REQ-015-HLJ-Chunk_2-Item_8-v1.0,req-015,gpt41,tags_v1,all_23
compliance,REQ-015-HLJ-Chunk_2-Item_8-v1.0,req-015,gpt41,tags_v2,all_12
monitoring,REQ-015-HLJ-Chunk_2-Item_8-v1.0,req-015,gpt41,tags_v2,all_23
training,REQ-015-HLJ-Chunk_2-Item_9-v1.0,req-015,gpt41,tags_v1,all_143
documentation,REQ-015-HLJ-Chunk_2-Item_9-v1.0,req-015,gpt41,tags_v1,all_40
training,REQ-015-HLJ-Chunk_2-Item_9-v1.0,req-015,gpt41,tags_v2,all_143
documentation,REQ-015-HLJ-Chunk_2-Item_9-v1.0,req-015,gpt41,tags_v2,all_40
compliance,REQ-002-HLJ-Chunk_1-Item_1-v1.0,req-002,gpt41,tags_v1,all_12
compliance,REQ-002-HLJ-Chunk_1-Item_1-v1.0,req-002,gpt41,tags_v2,all_12
compliance,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,gpt41,tags_v1,all_12
security,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,gpt41,tags_v1,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,gpt41,tags_v2,all_12
security,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,gpt41,tags_v2,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_3-v1.0,req-002,gpt41,tags_v1,all_12
compliance,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,gpt41,tags_v1,all_12
security,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,gpt41,tags_v1,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,gpt41,tags_v2,all_12
security,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,gpt41,tags_v2,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_6-v1.0,req-002,gpt41,tags_v1,all_12
compliance,REQ-002-HLJ-Chunk_1-Item_6-v1.0,req-002,gpt41,tags_v2,all_12
security,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,gpt41,tags_v1,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,gpt41,tags_v1,all_12
security,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,gpt41,tags_v2,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,gpt41,tags_v2,all_12
security,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,gpt41,tags_v1,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,gpt41,tags_v1,all_12
security,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,gpt41,tags_v2,all_44
compliance,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,gpt41,tags_v2,all_12
compliance,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,gpt41,tags_v1,all_12
maintainability,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,gpt41,tags_v1,all_164
compliance,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,gpt41,tags_v2,all_12
maintainability,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,gpt41,tags_v2,all_164
usability,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,gpt41,tags_v1,all_94
security,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,gpt41,tags_v1,all_44
usability,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,gpt41,tags_v2,all_94
usability,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v1,all_94
feedback,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v1,all_51
usability,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v2,all_94
feedback,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v2,all_51
usability,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,gpt41,tags_v1,all_94
usability,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,gpt41,tags_v2,all_94
usability,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v1,all_94
documentation,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v1,all_40
usability,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v2,all_94
documentation,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v2,all_40
operational,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,all_165
usability,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,all_94
compliance,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,all_12
operational,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v2,all_165
usability,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v2,all_94
usability,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,all_94
operational,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,all_165
security,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,all_44
usability,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v2,all_94
operational,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v2,all_165
documentation,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v1,all_40
usability,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v1,all_94
documentation,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v2,all_40
usability,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v2,all_94
documentation,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v1,all_40
usability,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v1,all_94
documentation,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v2,all_40
usability,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v2,all_94
operational,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v1,all_165
feedback,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v1,all_51
operational,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v2,all_165
feedback,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v2,all_51
feedback,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v1,all_51
usability,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v1,all_94
feedback,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v2,all_51
usability,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v2,all_94
backend,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,all_163
api,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,all_52
security,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,all_44
backend,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v2,all_163
api,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v2,all_52
security,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v2,all_44
synchronization,REQ-005-HLJ-Chunk_2-Item_2-v1.0,req-005,gpt41,tags_v1,all_166
synchronization,REQ-005-HLJ-Chunk_2-Item_2-v1.0,req-005,gpt41,tags_v2,all_166
security,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,all_44
backend,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,all_163
authorization,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,all_167
security,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v2,all_44
backend,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v2,all_163
compliance,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v1,all_12
audit,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v1,all_25
compliance,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v2,all_12
audit,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v2,all_25
availability,REQ-005-HLJ-Chunk_2-Item_5-v1.0,req-005,gpt41,tags_v1,all_57
rollback,REQ-005-HLJ-Chunk_2-Item_6-v1.0,req-005,gpt41,tags_v1,all_59
security,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v1,all_44
authentication,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v1,all_79
security,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v2,all_44
authentication,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v2,all_79
security,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v1,all_44
encryption,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v1,all_20
security,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v2,all_44
encryption,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v2,all_20
compliance,REQ-005-HLJ-Chunk_2-Item_10-v1.0,req-005,gpt41,tags_v1,all_12
compliance,REQ-005-HLJ-Chunk_2-Item_10-v1.0,req-005,gpt41,tags_v2,all_12
gdpr,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,all_168
metadata,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,all_77
traceability,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,all_84
gdpr,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v2,all_168
metadata,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v2,all_77
gdpr,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v1,all_168
classification,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v1,all_169
gdpr,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v2,all_168
classification,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v2,all_169
traceability,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v1,all_84
gdpr,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v1,all_168
traceability,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v2,all_84
gdpr,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v2,all_168
automation,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v1,all_149
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v1,all_170
automation,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v2,all_149
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v2,all_170
deletion,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v1,all_171
gdpr,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v1,all_168
deletion,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v2,all_171
gdpr,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v2,all_168
redaction,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,all_172
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,all_170
auditability,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,all_25
redaction,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v2,all_172
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v2,all_170
meta-log,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v1,all_173
audit,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v1,all_25
meta-log,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v2,all_173
audit,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v2,all_25
redaction,REQ-004-HLJ-Chunk_1-Item_8-v1.0,req-004,gpt41,tags_v1,all_172
redaction,REQ-004-HLJ-Chunk_1-Item_8-v1.0,req-004,gpt41,tags_v2,all_172
retention,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v1,all_124
access-control,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v1,all_174
retention,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v2,all_124
integrity,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v1,all_175
security,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v1,all_44
integrity,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v2,all_175
security,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v2,all_44
api,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v1,all_52
compliance,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v1,all_12
api,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v2,all_52
compliance,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v2,all_12
dashboard,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,all_22
monitoring,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,all_23
reporting,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,all_55
dashboard,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v2,all_22
monitoring,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v2,all_23
meta-log,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,gpt41,tags_v1,all_173
security,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,gpt41,tags_v1,all_44
meta-log,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,gpt41,tags_v2,all_173
fraud,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v1,all_13
micro-transaction,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v1,all_176
fraud,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v2,all_13
micro-transaction,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v2,all_176
fraud,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v1,all_13
rules,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v1,all_177
fraud,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v2,all_13
rules,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v2,all_177
micro-transaction,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v1,all_176
detection,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v1,all_14
analytics,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v1,all_32
micro-transaction,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v2,all_176
detection,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v2,all_14
alert,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v1,all_53
notification,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v1,all_83
real-time,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v1,all_49
alert,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v2,all_53
notification,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v2,all_83
alert,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v1,all_53
details,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v1,all_178
alert,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v2,all_53
details,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v2,all_178
false-positive,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,gpt41,tags_v1,all_179
logging,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,gpt41,tags_v1,all_24
logs,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,gpt41,tags_v2,all_24
rate-limiting,REQ-003-HLJ-Chunk_1-Item_7-v1.0,req-003,gpt41,tags_v1,all_47
audit,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v1,all_25
logging,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v1,all_24
auditability,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v1,all_25
audit,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v2,all_25
logs,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v2,all_24
reporting,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v1,all_55
compliance,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v1,all_12
reporting,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v2,all_55
compliance,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v2,all_12
security,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v1,all_44
privacy,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v1,all_18
security,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v2,all_44
privacy,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v2,all_18
operational,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v1,all_165
real-time,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v1,all_49
dual-ledger,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v1,all_180
operational,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v2,all_165
dual-ledger,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v2,all_180
reporting,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v1,all_55
regulatory,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v1,all_19
compliance,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v1,all_12
reporting,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v2,all_55
synchronization,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,gpt41,tags_v1,all_166
metadata,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,gpt41,tags_v1,all_77
metadata,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,gpt41,tags_v2,all_77
phantom-balance,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v1,all_181
segregation,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v1,all_182
phantom balance,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v2,all_181
segregation,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v2,all_182
phantom-balance,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v1,all_181
lifecycle,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v1,all_183
phantom balance,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v2,all_181
lifecycle,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v2,all_183
ui,REQ-010-HLJ-Chunk_1-Item_6-v1.0,req-010,gpt41,tags_v1,all_87
ui,REQ-010-HLJ-Chunk_1-Item_6-v1.0,req-010,gpt41,tags_v2,all_87
batch,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v1,all_104
phantom-balance,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v1,all_181
reconciliation,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v1,all_184
batch,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v2,all_104
phantom balance,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v2,all_181
exception,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v1,all_110
reporting,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v1,all_55
exception,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v2,all_110
reporting,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v2,all_55
mismatch,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,gpt41,tags_v1,all_185
reconciliation,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,gpt41,tags_v1,all_184
mismatch,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,gpt41,tags_v2,all_185
workflow,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v1,all_186
audit,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v1,all_25
compliance,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v1,all_12
audit,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v2,all_25
logging,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v1,all_24
audit,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v1,all_25
immutable,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v1,all_85
audit,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v2,all_25
rbac,REQ-010-HLJ-Chunk_2-Item_2-v1.0,req-010,gpt41,tags_v1,all_21
least-privilege,REQ-010-HLJ-Chunk_2-Item_2-v1.0,req-010,gpt41,tags_v1,all_187
rbac,REQ-010-HLJ-Chunk_2-Item_2-v1.0,req-010,gpt41,tags_v2,all_21
sox,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v1,all_188
pci-dss,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v1,all_189
compliance,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v1,all_12
sox,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v2,all_188
pci-dss,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v2,all_189
nlp,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v1,all_190
classification,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v1,all_169
sentiment,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v1,all_191
nlp,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v2,all_190
classification,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v2,all_169
nlp,REQ-028-HLJ-Chunk_1-Item_2-v1.0,req-028,gpt41,tags_v1,all_190
