tag,hlj_id,requirement_id,model,version,cluster_id
usability,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,gpt41,tags_v2,gpt41_94
usability,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v1,gpt41_94
feedback,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v1,gpt41_51
usability,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v2,gpt41_94
feedback,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v2,gpt41_51
usability,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,gpt41,tags_v1,gpt41_94
usability,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,gpt41,tags_v2,gpt41_94
usability,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v1,gpt41_94
documentation,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v1,gpt41_40
usability,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v2,gpt41_94
documentation,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v2,gpt41_40
operational,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,gpt41_165
usability,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,gpt41_94
compliance,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,gpt41_12
operational,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v2,gpt41_165
usability,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v2,gpt41_94
usability,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,gpt41_94
operational,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,gpt41_165
security,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,gpt41_44
usability,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v2,gpt41_94
operational,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v2,gpt41_165
documentation,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v1,gpt41_40
usability,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v1,gpt41_94
documentation,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v2,gpt41_40
usability,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v2,gpt41_94
documentation,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v1,gpt41_40
usability,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v1,gpt41_94
documentation,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v2,gpt41_40
usability,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v2,gpt41_94
operational,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v1,gpt41_165
feedback,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v1,gpt41_51
operational,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v2,gpt41_165
feedback,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v2,gpt41_51
feedback,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v1,gpt41_51
usability,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v1,gpt41_94
feedback,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v2,gpt41_51
usability,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v2,gpt41_94
backend,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,gpt41_163
api,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,gpt41_52
security,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,gpt41_44
backend,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v2,gpt41_163
api,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v2,gpt41_52
security,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v2,gpt41_44
synchronization,REQ-005-HLJ-Chunk_2-Item_2-v1.0,req-005,gpt41,tags_v1,gpt41_166
synchronization,REQ-005-HLJ-Chunk_2-Item_2-v1.0,req-005,gpt41,tags_v2,gpt41_166
security,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,gpt41_44
backend,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,gpt41_163
authorization,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,gpt41_167
security,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v2,gpt41_44
backend,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v2,gpt41_163
compliance,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v1,gpt41_12
audit,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v1,gpt41_25
compliance,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v2,gpt41_12
audit,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v2,gpt41_25
availability,REQ-005-HLJ-Chunk_2-Item_5-v1.0,req-005,gpt41,tags_v1,gpt41_57
rollback,REQ-005-HLJ-Chunk_2-Item_6-v1.0,req-005,gpt41,tags_v1,gpt41_59
security,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v1,gpt41_44
authentication,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v1,gpt41_79
security,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v2,gpt41_44
authentication,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v2,gpt41_79
security,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v1,gpt41_44
encryption,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v1,gpt41_20
security,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v2,gpt41_44
encryption,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v2,gpt41_20
compliance,REQ-005-HLJ-Chunk_2-Item_10-v1.0,req-005,gpt41,tags_v1,gpt41_12
compliance,REQ-005-HLJ-Chunk_2-Item_10-v1.0,req-005,gpt41,tags_v2,gpt41_12
gdpr,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,gpt41_168
metadata,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,gpt41_77
traceability,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,gpt41_84
gdpr,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v2,gpt41_168
metadata,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v2,gpt41_77
gdpr,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v1,gpt41_168
classification,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v1,gpt41_169
gdpr,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v2,gpt41_168
classification,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v2,gpt41_169
traceability,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v1,gpt41_84
gdpr,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v1,gpt41_168
traceability,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v2,gpt41_84
gdpr,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v2,gpt41_168
automation,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v1,gpt41_149
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v1,gpt41_170
automation,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v2,gpt41_149
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v2,gpt41_170
deletion,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v1,gpt41_171
gdpr,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v1,gpt41_168
deletion,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v2,gpt41_171
gdpr,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v2,gpt41_168
redaction,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,gpt41_172
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,gpt41_170
auditability,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,gpt41_25
redaction,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v2,gpt41_172
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v2,gpt41_170
meta-log,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v1,gpt41_173
audit,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v1,gpt41_25
meta-log,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v2,gpt41_173
audit,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v2,gpt41_25
redaction,REQ-004-HLJ-Chunk_1-Item_8-v1.0,req-004,gpt41,tags_v1,gpt41_172
redaction,REQ-004-HLJ-Chunk_1-Item_8-v1.0,req-004,gpt41,tags_v2,gpt41_172
retention,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v1,gpt41_124
access-control,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v1,gpt41_174
retention,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v2,gpt41_124
integrity,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v1,gpt41_175
security,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v1,gpt41_44
integrity,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v2,gpt41_175
security,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v2,gpt41_44
api,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v1,gpt41_52
compliance,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v1,gpt41_12
api,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v2,gpt41_52
compliance,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v2,gpt41_12
dashboard,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,gpt41_22
monitoring,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,gpt41_23
reporting,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,gpt41_55
dashboard,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v2,gpt41_22
monitoring,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v2,gpt41_23
meta-log,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,gpt41,tags_v1,gpt41_173
security,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,gpt41,tags_v1,gpt41_44
meta-log,REQ-004-HLJ-Chunk_2-Item_3-v1.0,req-004,gpt41,tags_v2,gpt41_173
fraud,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v1,gpt41_13
micro-transaction,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v1,gpt41_176
fraud,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v2,gpt41_13
micro-transaction,REQ-003-HLJ-Chunk_1-Item_1-v1.0,req-003,gpt41,tags_v2,gpt41_176
fraud,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v1,gpt41_13
rules,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v1,gpt41_177
fraud,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v2,gpt41_13
rules,REQ-003-HLJ-Chunk_1-Item_2-v1.0,req-003,gpt41,tags_v2,gpt41_177
micro-transaction,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v1,gpt41_176
detection,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v1,gpt41_14
analytics,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v1,gpt41_32
micro-transaction,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v2,gpt41_176
detection,REQ-003-HLJ-Chunk_1-Item_3-v1.0,req-003,gpt41,tags_v2,gpt41_14
alert,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v1,gpt41_53
notification,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v1,gpt41_83
real-time,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v1,gpt41_49
alert,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v2,gpt41_53
notification,REQ-003-HLJ-Chunk_1-Item_4-v1.0,req-003,gpt41,tags_v2,gpt41_83
alert,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v1,gpt41_53
details,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v1,gpt41_178
alert,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v2,gpt41_53
details,REQ-003-HLJ-Chunk_1-Item_5-v1.0,req-003,gpt41,tags_v2,gpt41_178
false-positive,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,gpt41,tags_v1,gpt41_179
logging,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,gpt41,tags_v1,gpt41_24
logs,REQ-003-HLJ-Chunk_1-Item_6-v1.0,req-003,gpt41,tags_v2,gpt41_24
rate-limiting,REQ-003-HLJ-Chunk_1-Item_7-v1.0,req-003,gpt41,tags_v1,gpt41_47
audit,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v1,gpt41_25
logging,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v1,gpt41_24
auditability,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v1,gpt41_25
audit,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v2,gpt41_25
logs,REQ-003-HLJ-Chunk_1-Item_8-v1.0,req-003,gpt41,tags_v2,gpt41_24
reporting,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v1,gpt41_55
compliance,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v1,gpt41_12
reporting,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v2,gpt41_55
compliance,REQ-003-HLJ-Chunk_1-Item_9-v1.0,req-003,gpt41,tags_v2,gpt41_12
security,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v1,gpt41_44
privacy,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v1,gpt41_18
security,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v2,gpt41_44
privacy,REQ-003-HLJ-Chunk_1-Item_10-v1.0,req-003,gpt41,tags_v2,gpt41_18
operational,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v1,gpt41_165
real-time,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v1,gpt41_49
dual-ledger,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v1,gpt41_180
operational,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v2,gpt41_165
dual-ledger,REQ-010-HLJ-Chunk_1-Item_1-v1.0,req-010,gpt41,tags_v2,gpt41_180
reporting,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v1,gpt41_55
regulatory,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v1,gpt41_19
compliance,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v1,gpt41_12
reporting,REQ-010-HLJ-Chunk_1-Item_2-v1.0,req-010,gpt41,tags_v2,gpt41_55
synchronization,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,gpt41,tags_v1,gpt41_166
metadata,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,gpt41,tags_v1,gpt41_77
metadata,REQ-010-HLJ-Chunk_1-Item_3-v1.0,req-010,gpt41,tags_v2,gpt41_77
phantom-balance,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v1,gpt41_181
segregation,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v1,gpt41_182
phantom balance,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v2,gpt41_181
segregation,REQ-010-HLJ-Chunk_1-Item_4-v1.0,req-010,gpt41,tags_v2,gpt41_182
phantom-balance,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v1,gpt41_181
lifecycle,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v1,gpt41_183
phantom balance,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v2,gpt41_181
lifecycle,REQ-010-HLJ-Chunk_1-Item_5-v1.0,req-010,gpt41,tags_v2,gpt41_183
ui,REQ-010-HLJ-Chunk_1-Item_6-v1.0,req-010,gpt41,tags_v1,gpt41_87
ui,REQ-010-HLJ-Chunk_1-Item_6-v1.0,req-010,gpt41,tags_v2,gpt41_87
batch,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v1,gpt41_104
phantom-balance,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v1,gpt41_181
reconciliation,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v1,gpt41_184
batch,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v2,gpt41_104
phantom balance,REQ-010-HLJ-Chunk_1-Item_7-v1.0,req-010,gpt41,tags_v2,gpt41_181
exception,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v1,gpt41_110
reporting,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v1,gpt41_55
exception,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v2,gpt41_110
reporting,REQ-010-HLJ-Chunk_1-Item_8-v1.0,req-010,gpt41,tags_v2,gpt41_55
mismatch,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,gpt41,tags_v1,gpt41_185
reconciliation,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,gpt41,tags_v1,gpt41_184
mismatch,REQ-010-HLJ-Chunk_1-Item_9-v1.0,req-010,gpt41,tags_v2,gpt41_185
workflow,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v1,gpt41_186
audit,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v1,gpt41_25
compliance,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v1,gpt41_12
audit,REQ-010-HLJ-Chunk_1-Item_10-v1.0,req-010,gpt41,tags_v2,gpt41_25
logging,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v1,gpt41_24
audit,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v1,gpt41_25
immutable,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v1,gpt41_85
audit,REQ-010-HLJ-Chunk_2-Item_1-v1.0,req-010,gpt41,tags_v2,gpt41_25
rbac,REQ-010-HLJ-Chunk_2-Item_2-v1.0,req-010,gpt41,tags_v1,gpt41_21
least-privilege,REQ-010-HLJ-Chunk_2-Item_2-v1.0,req-010,gpt41,tags_v1,gpt41_187
rbac,REQ-010-HLJ-Chunk_2-Item_2-v1.0,req-010,gpt41,tags_v2,gpt41_21
sox,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v1,gpt41_188
pci-dss,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v1,gpt41_189
compliance,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v1,gpt41_12
sox,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v2,gpt41_188
pci-dss,REQ-010-HLJ-Chunk_2-Item_3-v1.0,req-010,gpt41,tags_v2,gpt41_189
nlp,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v1,gpt41_190
classification,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v1,gpt41_169
sentiment,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v1,gpt41_191
nlp,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v2,gpt41_190
classification,REQ-028-HLJ-Chunk_1-Item_1-v1.0,req-028,gpt41,tags_v2,gpt41_169
nlp,REQ-028-HLJ-Chunk_1-Item_2-v1.0,req-028,gpt41,tags_v1,gpt41_190
urgency,REQ-028-HLJ-Chunk_1-Item_2-v1.0,req-028,gpt41,tags_v1,gpt41_192
escalation,REQ-028-HLJ-Chunk_1-Item_2-v1.0,req-028,gpt41,tags_v1,gpt41_193
nlp,REQ-028-HLJ-Chunk_1-Item_2-v1.0,req-028,gpt41,tags_v2,gpt41_190
urgency,REQ-028-HLJ-Chunk_1-Item_2-v1.0,req-028,gpt41,tags_v2,gpt41_192
routing,REQ-028-HLJ-Chunk_1-Item_3-v1.0,req-028,gpt41,tags_v1,gpt41_194
priority,REQ-028-HLJ-Chunk_1-Item_3-v1.0,req-028,gpt41,tags_v1,gpt41_195
escalation,REQ-028-HLJ-Chunk_1-Item_3-v1.0,req-028,gpt41,tags_v1,gpt41_193
routing,REQ-028-HLJ-Chunk_1-Item_3-v1.0,req-028,gpt41,tags_v2,gpt41_194
routing,REQ-028-HLJ-Chunk_1-Item_4-v1.0,req-028,gpt41,tags_v1,gpt41_194
efficiency,REQ-028-HLJ-Chunk_1-Item_4-v1.0,req-028,gpt41,tags_v1,gpt41_196
self-service,REQ-028-HLJ-Chunk_1-Item_4-v1.0,req-028,gpt41,tags_v1,gpt41_54
routing,REQ-028-HLJ-Chunk_1-Item_4-v1.0,req-028,gpt41,tags_v2,gpt41_194
efficiency,REQ-028-HLJ-Chunk_1-Item_4-v1.0,req-028,gpt41,tags_v2,gpt41_196
nlp,REQ-028-HLJ-Chunk_1-Item_5-v1.0,req-028,gpt41,tags_v1,gpt41_190
nlp,REQ-028-HLJ-Chunk_1-Item_5-v1.0,req-028,gpt41,tags_v2,gpt41_190
feedback,REQ-028-HLJ-Chunk_1-Item_6-v1.0,req-028,gpt41,tags_v1,gpt41_51
feedback,REQ-028-HLJ-Chunk_1-Item_6-v1.0,req-028,gpt41,tags_v2,gpt41_51
performance,REQ-028-HLJ-Chunk_1-Item_7-v1.0,req-028,gpt41,tags_v1,gpt41_65
performance,REQ-028-HLJ-Chunk_1-Item_7-v1.0,req-028,gpt41,tags_v2,gpt41_65
training,REQ-028-HLJ-Chunk_1-Item_8-v1.0,req-028,gpt41,tags_v1,gpt41_143
reporting,REQ-028-HLJ-Chunk_1-Item_9-v1.0,req-028,gpt41,tags_v1,gpt41_55
analytics,REQ-028-HLJ-Chunk_1-Item_9-v1.0,req-028,gpt41,tags_v1,gpt41_32
kpi,REQ-028-HLJ-Chunk_1-Item_9-v1.0,req-028,gpt41,tags_v1,gpt41_197
reporting,REQ-028-HLJ-Chunk_1-Item_9-v1.0,req-028,gpt41,tags_v2,gpt41_55
analytics,REQ-028-HLJ-Chunk_1-Item_10-v1.0,req-028,gpt41,tags_v1,gpt41_32
trend,REQ-028-HLJ-Chunk_1-Item_10-v1.0,req-028,gpt41,tags_v1,gpt41_198
reporting,REQ-028-HLJ-Chunk_1-Item_10-v1.0,req-028,gpt41,tags_v1,gpt41_55
trend,REQ-028-HLJ-Chunk_1-Item_10-v1.0,req-028,gpt41,tags_v2,gpt41_198
compliance,REQ-028-HLJ-Chunk_2-Item_1-v1.0,req-028,gpt41,tags_v1,gpt41_12
audit,REQ-028-HLJ-Chunk_2-Item_1-v1.0,req-028,gpt41,tags_v1,gpt41_25
compliance,REQ-028-HLJ-Chunk_2-Item_1-v1.0,req-028,gpt41,tags_v2,gpt41_12
audit,REQ-028-HLJ-Chunk_2-Item_1-v1.0,req-028,gpt41,tags_v2,gpt41_25
compliance,REQ-028-HLJ-Chunk_2-Item_2-v1.0,req-028,gpt41,tags_v1,gpt41_12
consent,REQ-028-HLJ-Chunk_2-Item_2-v1.0,req-028,gpt41,tags_v1,gpt41_15
compliance,REQ-028-HLJ-Chunk_2-Item_2-v1.0,req-028,gpt41,tags_v2,gpt41_12
consent,REQ-028-HLJ-Chunk_2-Item_2-v1.0,req-028,gpt41,tags_v2,gpt41_15
proration,REQ-017-HLJ-Chunk_1-Item_1-v1.0,req-017,gpt41,tags_v1,gpt41_199
billing,REQ-017-HLJ-Chunk_1-Item_1-v1.0,req-017,gpt41,tags_v1,gpt41_200
billing,REQ-017-HLJ-Chunk_1-Item_1-v1.0,req-017,gpt41,tags_v2,gpt41_200
upgrade,REQ-017-HLJ-Chunk_1-Item_2-v1.0,req-017,gpt41,tags_v1,gpt41_201
billing,REQ-017-HLJ-Chunk_1-Item_2-v1.0,req-017,gpt41,tags_v1,gpt41_200
upgrade,REQ-017-HLJ-Chunk_1-Item_2-v1.0,req-017,gpt41,tags_v2,gpt41_201
billing,REQ-017-HLJ-Chunk_1-Item_2-v1.0,req-017,gpt41,tags_v2,gpt41_200
history,REQ-017-HLJ-Chunk_1-Item_3-v1.0,req-017,gpt41,tags_v1,gpt41_202
events,REQ-017-HLJ-Chunk_1-Item_3-v1.0,req-017,gpt41,tags_v1,gpt41_203
audit,REQ-017-HLJ-Chunk_1-Item_3-v1.0,req-017,gpt41,tags_v1,gpt41_25
history,REQ-017-HLJ-Chunk_1-Item_3-v1.0,req-017,gpt41,tags_v2,gpt41_202
